First Name,Nation,Team,Position,Age,Matches Played,Starts,Minutes,Goals,Assists,Yellow Cards,Red Cards,xG,xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,xAG/90,GA90,Save%,CS%,PK Save%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,KP,1/3,PPA,CrsPA,PrgP,Short Cmp%,Medium Cmp%,Long Cmp%,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att (Take-Ons),Succ% (Take-Ons),Tkld% (Take-Ons),Carries,PrgDist,ProgC,1/3 (Carries),CPA,Mis,Dis,Rec,PrgR,Fls,Fld,Off,Crs,Recov,Won (Aerial),Lost (Aerial),Won% (Aerial)
João,pt POR,Chelsea,"FW,MF",25-162,12,3,369,1,1,2,0,2.2,1.0,21,26,30,0.24,0.24,0.54,0.23,N/a,N/a,N/a,N/a,25.0,1.22,0.05,15.9,171,85.9,2588,6,22,8,0,26,90.5,91.2,66.7,18,4.38,3,0.73,8,3,9,4,2,0,2,3,272,2,26,128,125,30,31,32.3,45.2,193,712,21,13,5,6,4,218,30,6,17,1,0,22,4,5,44.4
João,br BRA,Brighton,"FW,MF",23-207,27,23,"1,948",10,6,4,1,8.9,5.0,66,78,128,0.46,0.28,0.41,0.23,N/a,N/a,N/a,N/a,35.7,0.69,0.12,17.2,482,72.9,6847,30,42,36,5,78,78.7,75.1,65.9,72,3.32,9,0.42,16,12,11,7,12,0,12,9,940,12,60,387,508,122,86,33.7,54.7,616,1821,66,39,30,72,38,732,128,26,46,2,22,59,41,43,48.8
Joël,nl NED,Brighton,DF,33-096,19,19,"1,643",0,0,4,0,0.5,0.5,29,79,32,0.00,0.00,0.03,0.03,N/a,N/a,N/a,N/a,16.7,0.05,0.00,19.7,716,80.0,12082,6,61,8,5,79,89.8,80.6,63.3,22,1.21,1,0.05,42,28,51,21,22,7,15,18,1097,64,327,540,240,10,15,26.7,33.3,524,1414,29,22,3,19,7,598,32,26,42,0,23,67,21,18,53.8
Joško,hr CRO,Manchester City,DF,23-088,32,31,"2,827",5,0,1,0,4.2,2.0,77,231,96,0.16,0.00,0.13,0.06,N/a,N/a,N/a,N/a,31.4,0.35,0.14,13.3,2157,90.7,34866,25,211,19,1,231,94.3,92.8,68.2,66,2.10,6,0.19,50,34,37,18,38,18,20,35,2707,131,673,1346,710,82,39,59.0,33.3,1753,5195,77,89,13,24,16,1984,96,12,20,2,19,125,46,30,60.5
Julian,mx MEX,Bournemouth,DF,23-251,9,5,362,0,0,1,0,0.0,0.0,3,14,18,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,143,79.0,2451,0,15,1,0,14,89.5,84.4,40.9,4,0.99,0,0.00,7,3,10,6,3,0,3,4,216,15,71,105,45,2,0,N/a,N/a,96,195,3,1,0,4,2,114,18,4,1,0,5,26,2,6,25.0
Julio,py PAR,Brighton,"MF,FW",21-088,12,2,294,0,0,0,0,1.0,0.2,11,14,17,0.00,0.00,0.31,0.07,N/a,N/a,N/a,N/a,55.0,3.37,0.00,21.3,99,66.0,1464,5,13,4,1,14,81.3,72.5,22.7,12,3.69,0,0.00,0,0,2,2,2,0,2,0,202,2,17,72,116,20,21,47.6,38.1,114,386,11,10,4,7,9,141,17,3,7,0,20,15,6,5,54.5
Jurriën,nl NED,Arsenal,DF,23-308,29,26,"2,327",1,2,7,0,1.2,0.8,53,141,104,0.04,0.08,0.05,0.03,N/a,N/a,N/a,N/a,28.6,0.15,0.07,14.1,1118,85.1,16097,16,98,16,2,141,90.6,85.5,52.1,50,1.93,8,0.31,57,37,26,9,19,4,15,21,1575,50,283,807,492,66,53,45.3,45.3,837,1923,53,26,11,32,23,978,104,31,29,6,28,91,22,19,53.7
Justin,nir NIR,Crystal Palace,MF,21-192,19,3,350,1,0,0,0,0.5,0.4,3,13,10,0.26,0.00,0.13,0.10,N/a,N/a,N/a,N/a,42.9,0.77,0.14,22.7,111,71.2,1730,6,13,3,1,13,82.4,70.4,35.0,10,2.56,0,0.00,12,8,14,7,3,0,3,0,212,7,42,102,73,5,4,50.0,50.0,94,227,3,5,1,12,2,126,10,6,0,1,17,18,1,12,7.7
Justin,nl NED,Bournemouth,"MF,FW",25-351,29,25,"2,026",12,6,7,0,9.9,4.8,68,94,142,0.53,0.27,0.44,0.21,N/a,N/a,N/a,N/a,44.0,0.98,0.12,20.1,495,73.8,7749,44,40,31,6,94,83.1,76.0,55.1,92,4.08,11,0.49,21,9,19,15,20,0,20,13,937,23,91,314,552,114,81,40.7,46.9,553,2006,68,46,34,46,24,607,142,39,27,5,76,68,7,23,23.3
Jáder,co COL,Aston Villa,FW,21-129,20,4,638,7,0,3,1,4.9,0.2,7,13,44,0.99,0.00,0.69,0.03,N/a,N/a,N/a,N/a,48.4,2.12,0.23,15.6,115,70.6,1558,4,10,1,0,13,81.0,68.0,45.5,18,2.54,1,0.14,8,7,4,3,5,0,5,0,263,13,36,110,122,47,14,21.4,64.3,133,267,7,7,2,16,15,192,44,14,15,5,3,19,19,19,50.0
Jørgen,no NOR,Wolves,FW,25-074,31,28,"2,387",12,2,4,0,9.3,2.4,15,26,99,0.45,0.08,0.35,0.09,N/a,N/a,N/a,N/a,63.3,1.17,0.24,11.6,262,63.3,3398,19,17,4,1,26,71.1,62.5,75.0,38,1.43,4,0.15,9,6,26,22,17,4,13,5,669,33,81,317,272,98,17,41.2,58.8,318,438,15,13,8,87,32,484,99,46,17,14,6,42,63,94,40.1
Kai,de GER,Arsenal,"FW,MF",25-314,21,21,"1,839",9,3,4,0,9.4,2.4,34,59,110,0.44,0.15,0.46,0.12,N/a,N/a,N/a,N/a,40.4,1.03,0.17,11.7,401,78.5,4833,16,26,8,1,59,84.1,82.5,45.5,41,2.01,3,0.15,16,9,15,11,22,4,18,6,768,31,88,282,403,103,38,23.7,63.2,411,922,34,23,18,42,22,575,110,36,21,14,11,39,62,73,45.9
Kalvin,eng ENG,Ipswich Town,MF,29-140,18,14,"1,214",0,0,6,1,0.4,0.2,4,49,4,0.00,0.00,0.03,0.02,N/a,N/a,N/a,N/a,20.0,0.15,0.00,24.2,426,79.3,8392,5,48,6,1,49,82.9,86.6,62.1,17,1.26,3,0.22,34,19,38,23,35,6,29,19,722,60,220,388,118,4,12,41.7,50.0,302,541,4,5,0,24,10,383,4,28,19,0,18,68,7,21,25.0
Kamaldeen,gh GHA,Southampton,"FW,MF",23-065,21,12,"1,045",1,1,0,0,1.2,0.7,53,24,69,0.09,0.09,0.11,0.06,N/a,N/a,N/a,N/a,31.8,0.60,0.05,18.1,224,78.9,3297,9,6,10,6,24,89.1,83.1,42.3,26,2.24,3,0.26,15,13,12,5,9,0,9,5,460,12,59,170,248,45,86,36.0,55.8,302,1333,53,34,20,36,21,325,69,16,10,2,23,48,6,20,23.1
Kaoru,jp JPN,Brighton,"FW,MF",27-336,32,28,"2,493",8,3,1,0,8.2,4.4,136,81,274,0.29,0.11,0.30,0.16,N/a,N/a,N/a,N/a,45.3,0.87,0.15,14.1,694,75.6,9028,35,33,32,8,81,86.9,70.7,44.9,83,3.00,8,0.29,41,24,44,27,46,3,43,13,1284,15,146,443,722,153,126,38.1,57.9,775,3613,136,76,54,49,22,900,274,39,23,5,69,92,24,26,48.0
Kasey,ie IRL,Leicester City,"FW,MF",23-150,13,5,484,0,1,1,0,0.6,0.5,13,9,42,0.00,0.19,0.11,0.09,N/a,N/a,N/a,N/a,37.5,0.56,0.00,16.7,115,69.7,1587,6,6,5,2,9,84.6,69.6,50.0,15,2.79,2,0.37,11,8,18,12,10,1,9,3,237,16,49,92,102,19,13,7.7,61.5,146,413,13,9,7,9,6,162,42,13,13,2,14,28,9,14,39.1
Keane,eng ENG,Brentford,"DF,FW",24-058,33,31,"2,714",1,3,5,0,2.6,3.0,92,88,143,0.03,0.10,0.08,0.10,N/a,N/a,N/a,N/a,51.9,0.46,0.04,20.5,858,77.2,14139,22,56,40,14,88,89.4,79.0,49.7,65,2.16,8,0.27,44,26,42,16,24,9,15,19,1414,93,430,542,460,69,94,40.4,50.0,747,2921,92,61,34,42,18,835,143,14,27,4,67,131,26,33,44.1
Kenny,nl NED,Fulham,DF,29-194,17,16,"1,348",0,2,3,0,1.2,0.7,33,42,40,0.00,0.13,0.08,0.05,N/a,N/a,N/a,N/a,9.5,0.13,0.00,16.3,592,81.3,9544,5,53,6,4,42,91.5,79.7,64.1,24,1.60,3,0.20,44,29,28,11,20,6,14,28,919,55,297,386,243,29,17,47.1,23.5,475,1158,33,17,7,16,10,525,40,25,13,0,21,54,16,11,59.3
Kepa,es ESP,Bournemouth,GK,30-200,26,26,"2,340",0,0,3,0,0.1,0.0,0,2,0,0.00,0.00,0.00,0.00,1.27,75.0,26.9,0.0,0.0,0.00,0.00,9.7,618,71.8,17014,1,8,0,0,2,98.0,98.1,47.0,4,0.15,0,0.00,1,0,1,1,1,0,1,0,912,670,886,25,1,1,1,100.0,0.0,521,1477,0,0,0,0,0,406,0,2,5,0,0,46,6,1,85.7
Kevin,at AUT,Tottenham,DF,26-214,4,4,347,0,0,0,0,0.3,0.0,2,7,0,0.00,0.00,0.09,0.01,N/a,N/a,N/a,N/a,50.0,0.52,0.00,11.3,261,90.9,4534,1,14,1,1,7,93.3,94.3,55.0,3,0.78,2,0.52,5,4,6,2,4,4,0,2,334,42,179,141,15,7,2,50.0,50.0,242,466,2,0,0,6,0,254,0,4,4,0,1,11,7,6,53.8
Kevin,de GER,Brentford,FW,23-145,33,21,"1,931",7,2,3,0,6.2,3.3,54,32,139,0.33,0.09,0.29,0.16,N/a,N/a,N/a,N/a,42.2,0.89,0.16,11.9,279,58.7,4339,19,29,9,3,32,69.2,60.1,41.5,46,2.15,8,0.37,34,23,20,8,14,2,12,5,757,37,124,209,439,121,75,34.7,57.3,382,1236,54,26,33,48,33,468,139,19,31,13,36,71,75,62,54.7
Kevin,be BEL,Manchester City,MF,33-297,23,15,"1,366",3,7,2,0,3.4,7.2,44,124,128,0.20,0.46,0.22,0.47,N/a,N/a,N/a,N/a,25.5,0.79,0.06,22.1,722,75.7,12313,45,73,48,10,124,84.8,76.7,58.6,93,6.12,11,0.72,13,6,18,15,8,0,8,6,1099,10,66,376,666,64,30,40.0,46.7,648,1775,44,42,17,23,24,835,128,14,14,5,103,47,4,13,23.5
Kieran,eng ENG,Newcastle Utd,DF,34-214,22,12,"1,102",0,1,1,0,0.1,0.7,21,78,39,0.00,0.08,0.01,0.06,N/a,N/a,N/a,N/a,0.0,0.00,0.00,22.2,813,81.3,13991,16,53,10,1,78,94.0,85.1,45.8,44,3.59,3,0.25,32,19,32,13,8,3,5,11,1111,42,331,495,293,10,7,57.1,42.9,499,1035,21,11,3,9,7,672,39,13,9,2,62,57,19,10,65.5
Kieran,sct SCO,Arsenal,"DF,FW",27-320,9,1,176,0,0,0,0,0.2,0.8,5,10,18,0.00,0.00,0.11,0.42,N/a,N/a,N/a,N/a,0.0,0.00,0.00,2.6,80,81.6,1201,6,5,4,2,10,93.9,75.7,50.0,7,3.58,0,0.00,4,3,4,2,0,0,0,2,112,4,17,38,57,4,3,33.3,33.3,48,112,5,3,1,1,0,75,18,0,2,2,9,3,3,4,42.9
Kiernan,eng ENG,Chelsea,"MF,FW",26-227,11,2,258,0,1,0,0,0.2,1.1,5,14,11,0.00,0.35,0.08,0.37,N/a,N/a,N/a,N/a,0.0,0.00,0.00,7.8,127,84.1,1898,3,12,3,0,14,91.5,83.9,55.6,5,1.74,1,0.35,8,5,6,2,2,0,2,1,180,4,28,94,58,6,4,50.0,50.0,93,221,5,1,0,1,3,136,11,4,6,0,2,8,0,1,0.0
Kobbie,eng ENG,Manchester Utd,MF,20-002,20,16,"1,352",0,0,5,0,0.5,1.5,19,55,36,0.00,0.00,0.04,0.10,N/a,N/a,N/a,N/a,9.1,0.07,0.00,20.4,608,86.2,8062,13,45,9,0,55,92.0,88.4,70.3,26,1.73,1,0.07,38,24,34,13,15,2,13,18,888,17,170,503,223,31,42,47.6,47.6,547,1045,19,13,9,27,31,631,36,24,19,2,4,74,17,25,40.5
Konstantinos,gr GRE,West Ham,DF,27-131,29,19,"1,854",0,0,5,1,1.5,0.5,16,58,2,0.00,0.00,0.07,0.02,N/a,N/a,N/a,N/a,29.4,0.24,0.00,15.0,960,85.6,18880,4,58,4,1,58,91.1,92.1,57.4,14,0.68,0,0.00,32,22,25,11,21,15,6,38,1360,204,706,602,60,22,17,52.9,29.4,745,2069,16,10,1,12,0,886,2,16,14,3,2,65,55,23,70.5
Kosta,rs SRB,Aston Villa,DF,19-126,5,0,126,0,0,0,0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,47,88.7,853,0,5,0,0,6,95.7,84.0,80.0,0,0.00,0,0.00,7,5,3,1,1,0,1,0,66,4,15,32,19,0,2,50.0,50.0,27,33,1,0,0,1,0,32,0,0,1,0,1,4,0,1,0.0
Kostas,gr GRE,Liverpool,DF,28-344,16,7,666,0,1,2,0,0.4,1.8,15,67,38,0.00,0.14,0.05,0.25,N/a,N/a,N/a,N/a,50.0,0.27,0.00,16.1,447,83.7,7676,11,39,9,3,67,94.3,88.3,51.2,23,3.10,2,0.27,27,17,19,6,5,2,3,10,607,24,136,280,195,11,8,50.0,25.0,298,671,15,5,2,4,4,382,38,9,6,1,53,26,5,6,45.5
Kristoffer,no NOR,Brentford,DF,27-004,20,17,"1,388",0,0,4,0,0.8,1.2,27,52,42,0.00,0.00,0.05,0.08,N/a,N/a,N/a,N/a,37.5,0.19,0.00,10.2,482,78.2,7521,8,41,7,4,52,86.8,79.7,49.1,18,1.17,2,0.13,24,16,26,12,17,4,13,12,762,51,255,355,158,35,16,43.8,50.0,373,1164,27,11,2,15,12,475,42,11,6,1,14,41,27,22,55.1
Kyle,eng ENG,Southampton,DF,28-008,31,31,"2,738",0,2,5,0,0.7,2.7,110,132,132,0.00,0.07,0.02,0.09,N/a,N/a,N/a,N/a,26.3,0.16,0.00,18.6,1420,88.1,21389,23,113,29,4,132,93.7,89.8,61.6,59,1.94,7,0.23,43,28,33,17,25,14,11,17,1918,140,579,835,519,57,82,39.0,45.1,1193,4166,110,68,23,30,35,1355,132,26,48,2,51,126,10,20,33.3
Kyle,eng ENG,Manchester City,DF,34-328,15,9,970,0,0,3,0,0.1,0.4,12,64,11,0.00,0.00,0.01,0.04,N/a,N/a,N/a,N/a,40.0,0.19,0.00,27.7,724,87.7,11928,7,63,7,4,64,94.6,91.3,51.2,17,1.58,0,0.00,17,10,26,12,13,4,9,3,892,26,197,473,228,5,6,50.0,33.3,499,1106,12,13,0,9,2,630,11,6,5,1,14,46,9,7,56.3
Lamare,nl NED,Aston Villa,"DF,MF",21-106,8,5,476,0,0,2,0,0.0,0.1,12,14,9,0.00,0.00,0.01,0.02,N/a,N/a,N/a,N/a,100.0,0.19,0.00,20.2,240,88.2,3682,2,24,1,0,14,92.8,92.2,33.3,10,1.89,1,0.19,14,6,16,6,5,3,2,1,325,16,95,191,40,4,4,50.0,25.0,173,599,12,6,1,6,8,212,9,8,11,0,0,13,6,6,50.0
Leandro,be BEL,Arsenal,FW,30-138,33,24,"2,174",7,5,4,1,5.9,5.1,70,88,195,0.29,0.21,0.25,0.21,N/a,N/a,N/a,N/a,30.2,0.79,0.11,16.4,591,73.5,9694,36,38,41,9,88,84.8,75.8,52.5,76,3.14,6,0.25,25,16,30,21,25,0,25,9,1072,15,115,329,644,131,69,42.0,44.9,682,1851,70,46,27,49,41,799,195,24,39,5,77,89,6,20,23.1
Leif,eng ENG,Ipswich Town,DF,25-099,31,30,"2,563",1,2,5,1,0.9,4.3,48,55,117,0.04,0.07,0.03,0.15,N/a,N/a,N/a,N/a,14.3,0.07,0.07,20.4,854,71.5,14708,54,30,26,11,55,86.0,77.4,37.3,85,2.98,4,0.14,45,26,46,17,24,8,16,25,1459,115,517,484,477,36,37,35.1,45.9,659,1940,48,27,10,36,14,770,117,25,30,3,148,111,33,22,60.0
Leny,fr FRA,Manchester Utd,DF,19-159,18,10,979,0,0,5,0,0.7,0.0,17,43,4,0.00,0.00,0.06,0.00,N/a,N/a,N/a,N/a,20.0,0.09,0.00,8.6,605,92.4,9807,0,42,2,1,43,95.1,94.5,65.0,5,0.46,0,0.00,23,10,15,6,5,3,2,17,764,70,355,359,52,10,3,33.3,66.7,527,1446,17,10,1,2,2,563,4,8,1,1,1,34,14,13,51.9
Leon,jm JAM,Aston Villa,"FW,MF",27-255,23,14,"1,138",1,2,3,0,1.7,1.5,57,35,121,0.08,0.16,0.14,0.12,N/a,N/a,N/a,N/a,21.4,0.47,0.04,17.3,273,70.7,4275,16,16,20,2,35,81.4,81.1,47.4,38,3.01,4,0.32,6,4,10,8,6,0,6,3,539,18,76,155,318,69,57,38.6,42.1,344,1334,57,22,33,35,25,386,121,12,18,3,34,59,6,9,40.0
Lesley,fr FRA,Southampton,MF,21-026,22,14,"1,357",1,1,5,0,0.8,1.0,24,47,19,0.07,0.07,0.05,0.07,N/a,N/a,N/a,N/a,11.1,0.07,0.11,18.4,509,84.7,7863,13,50,6,1,47,87.5,91.9,56.3,22,1.46,1,0.07,46,22,32,15,25,9,16,12,749,40,174,428,153,22,25,68.0,28.0,409,1014,24,12,6,9,9,509,19,26,14,0,5,57,16,16,50.0
Levi,eng ENG,Chelsea,DF,22-054,30,30,"2,699",1,1,8,0,1.3,1.1,13,122,11,0.03,0.03,0.04,0.04,N/a,N/a,N/a,N/a,18.8,0.10,0.06,9.9,2105,89.6,38297,14,141,7,3,122,93.0,95.1,56.9,37,1.23,3,0.10,37,25,25,9,33,23,10,31,2591,318,1201,1275,125,33,8,62.5,37.5,1483,3727,13,11,1,13,8,1902,11,39,18,4,13,103,74,49,60.2
Lewis,eng ENG,Brighton,DF,33-151,23,21,"1,903",0,0,5,0,0.7,0.5,20,137,3,0.00,0.00,0.03,0.03,N/a,N/a,N/a,N/a,20.0,0.09,0.00,13.4,1661,90.8,30964,6,152,6,0,137,96.4,94.9,62.6,18,0.85,3,0.14,16,9,18,8,24,16,8,12,1981,238,935,951,105,18,1,0.0,100.0,1250,3161,20,18,0,6,3,1455,3,7,8,2,4,99,47,28,62.7
Lewis,eng ENG,Newcastle Utd,MF,18-355,11,1,225,1,0,0,0,0.5,0.0,1,13,6,0.40,0.00,0.22,0.01,N/a,N/a,N/a,N/a,66.7,0.80,0.33,14.6,121,87.1,1768,1,8,4,0,13,86.8,95.6,85.7,3,1.19,0,0.00,11,9,11,5,5,1,4,2,175,5,37,97,42,5,2,0.0,50.0,87,174,1,1,0,5,1,124,6,3,1,0,0,14,5,5,50.0
Lewis,eng ENG,Bournemouth,"MF,DF",28-077,32,29,"2,707",1,3,8,0,0.9,4.1,33,152,48,0.03,0.10,0.03,0.14,N/a,N/a,N/a,N/a,28.6,0.13,0.07,23.4,1128,76.6,19646,47,149,25,10,152,84.7,84.8,45.4,86,2.86,5,0.17,76,41,65,30,28,10,18,40,1768,80,412,928,447,19,17,58.8,41.2,777,2099,33,28,4,29,16,886,48,46,10,3,125,178,40,34,54.1
Lewis,eng ENG,Newcastle Utd,DF,20-225,27,24,"2,189",0,4,3,0,0.4,4.3,41,123,80,0.00,0.16,0.02,0.18,N/a,N/a,N/a,N/a,9.1,0.04,0.00,18.8,1300,81.7,21999,34,114,17,5,123,91.3,85.1,51.5,63,2.59,6,0.25,58,41,74,34,33,18,15,18,1820,95,623,804,414,47,21,52.4,33.3,950,2358,41,22,13,33,20,1094,80,9,21,1,110,119,30,31,49.2
Liam,eng ENG,Ipswich Town,FW,22-072,32,29,"2,353",12,2,8,0,9.0,1.9,58,30,101,0.46,0.08,0.35,0.07,N/a,N/a,N/a,N/a,45.8,1.03,0.17,15.8,202,61.2,2815,20,16,6,0,30,70.2,63.4,40.9,60,2.30,7,0.27,10,7,14,12,8,0,8,2,621,28,72,258,309,85,78,47.4,42.3,408,1439,58,42,28,92,55,490,101,64,46,13,5,57,50,62,44.6
Lisandro,ar ARG,Manchester Utd,DF,27-093,20,20,"1,751",2,1,7,0,1.3,1.1,23,117,7,0.10,0.05,0.07,0.06,N/a,N/a,N/a,N/a,35.3,0.31,0.12,15.9,1200,89.4,20292,9,91,18,2,117,94.2,93.0,55.2,26,1.34,2,0.10,40,24,36,15,22,8,14,32,1524,156,713,697,125,18,7,85.7,14.3,1017,3129,23,23,2,1,3,1069,7,22,7,0,9,81,16,13,55.2
Lloyd,eng ENG,Newcastle Utd,DF,26-197,10,4,303,0,1,2,0,0.4,0.5,0,9,5,0.00,0.30,0.12,0.14,N/a,N/a,N/a,N/a,0.0,0.00,0.00,7.3,146,80.7,2636,2,6,1,1,9,87.7,89.7,41.7,2,0.59,1,0.30,5,4,1,0,6,4,2,1,215,26,105,94,19,4,3,66.7,33.3,120,202,0,2,0,3,2,129,5,5,5,1,1,19,6,2,75.0
Lucas,se SWE,Tottenham,MF,19-078,25,10,"1,112",0,1,3,0,0.7,0.6,30,48,28,0.00,0.08,0.06,0.05,N/a,N/a,N/a,N/a,16.7,0.16,0.00,19.9,600,88.4,9970,11,50,7,3,48,92.6,90.8,75.0,21,1.70,4,0.32,36,19,30,13,16,7,9,22,833,34,174,452,220,20,44,47.7,43.2,506,1558,30,21,4,19,18,558,28,20,13,0,18,70,8,8,50.0
Lucas,br BRA,West Ham,"MF,FW",27-237,29,25,"2,167",4,0,8,0,5.2,3.0,20,129,81,0.17,0.00,0.21,0.13,N/a,N/a,N/a,N/a,8.1,0.12,0.05,19.4,990,77.0,16300,34,114,39,4,129,83.7,78.8,62.6,75,3.12,6,0.25,61,35,47,23,27,4,23,16,1593,53,320,877,409,54,38,39.5,47.4,807,1174,20,30,2,49,48,1121,81,48,55,6,27,137,44,57,43.6
Lucas,fr FRA,Aston Villa,DF,31-275,29,26,"2,151",0,4,3,0,0.8,4.1,21,51,135,0.00,0.17,0.03,0.17,N/a,N/a,N/a,N/a,23.1,0.13,0.00,22.7,893,75.1,14338,34,41,27,17,51,88.2,78.7,37.7,59,2.47,5,0.21,60,34,58,18,23,4,19,25,1422,86,485,434,513,28,18,50.0,44.4,652,1253,21,14,4,17,15,778,135,18,13,7,136,95,32,26,55.2
Luis,co COL,Bournemouth,"FW,MF",25-308,12,1,236,1,1,0,0,1.2,1.4,19,6,38,0.38,0.38,0.46,0.54,N/a,N/a,N/a,N/a,46.2,2.29,0.08,14.8,73,78.5,1067,9,6,2,2,6,91.7,68.8,100.0,14,5.29,1,0.38,7,2,4,4,3,0,3,1,155,7,18,41,96,23,20,40.0,50.0,95,393,19,6,10,6,3,102,38,4,2,1,7,17,3,7,30.0
Luis,co COL,Liverpool,FW,28-098,32,25,"2,150",11,5,2,0,9.2,4.9,102,102,265,0.46,0.21,0.39,0.20,N/a,N/a,N/a,N/a,40.6,1.09,0.17,13.7,683,84.4,10916,53,43,43,6,102,89.1,86.1,82.1,115,4.81,16,0.67,33,21,34,21,15,0,15,7,1088,15,75,377,655,154,110,46.4,43.6,718,2777,102,51,55,51,42,860,265,46,29,10,29,96,12,33,26.7
Luis,br BRA,West Ham,"MF,FW",19-071,11,1,138,0,0,0,0,0.3,0.1,3,3,13,0.00,0.00,0.19,0.05,N/a,N/a,N/a,N/a,33.3,0.65,0.00,14.9,47,83.9,727,3,3,3,2,3,96.8,86.7,57.1,10,6.52,0,0.00,1,0,3,3,7,0,7,3,85,3,19,30,37,4,9,55.6,22.2,42,136,3,3,1,4,3,55,13,0,4,0,8,7,2,1,66.7
Luke,eng ENG,Ipswich Town,DF,26-182,13,10,"1,007",0,0,2,0,0.0,0.0,7,15,0,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,12.9,437,87.9,8028,0,27,0,0,15,96.4,93.7,52.3,2,0.18,0,0.00,9,6,5,3,17,11,6,18,608,126,345,254,9,3,0,N/a,N/a,331,1111,7,3,0,4,0,389,0,5,2,1,0,33,15,11,57.7
Luke,eng ENG,Leicester City,DF,23-315,9,8,693,0,0,1,0,0.1,0.1,2,23,9,0.00,0.00,0.02,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,18.7,328,78.7,5226,4,22,2,1,23,91.4,82.0,39.6,5,0.65,0,0.00,22,18,27,9,11,5,6,11,516,37,198,248,73,5,5,40.0,60.0,246,395,2,2,1,9,1,282,9,3,5,0,19,27,8,11,42.1
Mads,dk DEN,Leicester City,GK,24-284,26,26,"2,295",0,0,1,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,2.16,65.3,3.8,25.0,N/a,0.00,N/a,N/a,626,60.6,16429,0,20,1,0,1,98.0,94.9,32.7,3,0.12,0,0.00,1,1,1,0,1,0,1,0,1106,800,1065,43,0,0,1,100.0,0.0,706,1850,0,0,0,1,0,597,0,0,3,0,0,17,4,1,80.0
Mads,dk DEN,Brentford,DF,25-301,19,11,"1,101",0,2,2,0,0.2,3.0,17,51,54,0.00,0.16,0.02,0.24,N/a,N/a,N/a,N/a,40.0,0.16,0.00,20.8,422,78.7,6925,14,37,11,4,51,88.0,79.9,55.1,21,1.72,2,0.16,18,8,28,17,12,5,7,4,645,49,234,268,146,20,19,36.8,42.1,352,858,17,13,0,9,6,407,54,6,10,0,31,39,10,14,41.7
Malo,fr FRA,Chelsea,DF,21-337,28,19,"1,819",0,1,4,0,1.7,1.2,48,118,84,0.00,0.05,0.08,0.06,N/a,N/a,N/a,N/a,18.2,0.20,0.00,21.3,1168,86.4,19089,20,107,18,6,118,93.1,88.2,61.3,56,2.77,4,0.20,43,28,47,23,29,8,21,23,1553,57,375,752,438,42,15,26.7,66.7,861,2170,48,35,8,16,17,1047,84,20,18,2,51,114,8,15,34.8
Manuel,ch SUI,Manchester City,DF,29-276,21,20,"1,710",0,0,3,0,0.7,0.4,38,135,6,0.00,0.00,0.04,0.02,N/a,N/a,N/a,N/a,10.0,0.05,0.00,16.3,1395,93.9,22867,9,150,11,2,135,95.9,95.5,73.9,34,1.79,2,0.11,15,10,12,5,11,8,3,7,1598,108,472,776,352,11,2,100.0,0.0,1044,3286,38,52,0,4,5,1264,6,16,9,0,11,86,24,29,45.3
Manuel,uy URU,Manchester Utd,MF,24-010,25,20,"1,590",1,0,9,0,0.8,0.6,10,53,19,0.06,0.00,0.05,0.03,N/a,N/a,N/a,N/a,18.8,0.17,0.06,22.0,683,87.1,11224,7,47,9,3,53,88.9,93.0,73.7,27,1.53,2,0.11,70,43,58,33,27,3,24,25,1010,40,297,558,173,14,31,54.8,32.3,573,1015,10,10,1,29,24,623,19,35,31,0,7,110,17,17,50.0
Marc,es ESP,Chelsea,DF,26-273,31,28,"2,538",4,1,10,1,2.2,1.8,30,97,106,0.14,0.04,0.08,0.06,N/a,N/a,N/a,N/a,36.8,0.25,0.21,16.6,1454,87.7,22733,17,103,12,3,97,93.9,89.7,54.9,45,1.60,5,0.18,54,36,50,25,39,12,27,22,1918,97,577,877,472,69,13,30.8,53.8,830,2009,30,17,2,25,6,1198,106,32,31,3,29,110,29,51,36.3
Marc,eng ENG,Crystal Palace,DF,24-282,31,31,"2,789",3,2,9,1,1.7,1.2,22,124,8,0.10,0.06,0.05,0.04,N/a,N/a,N/a,N/a,50.0,0.19,0.25,9.8,1332,83.3,25500,12,123,10,3,124,91.5,88.7,55.3,37,1.19,5,0.16,55,30,43,14,53,22,31,24,1928,281,960,847,132,28,14,78.6,14.3,1025,2735,22,17,1,15,15,1192,8,22,26,1,13,133,65,50,56.5
